Player_id,Ratings,Reviews
94579,7,"This game is made by the good people of Guerrilla Games. They are only known for the Killzone series. Now some people may know and you will find out know I loved the **** out of Killzone 3 so I was proper excited for this game. Sadly I can say I was rather disappointed with the result of Killzone Shadow Fall.The story is a direct sequel to Killzone 3. Helghan is destroyed and theThis game is made by the good people of Guerrilla Games. They are only known for the Killzone series. Now some people may know and you will find out know I loved the **** out of Killzone 3 so I was proper excited for this game. Sadly I can say I was rather disappointed with the result of Killzone Shadow Fall.The story is a direct sequel to Killzone 3. Helghan is destroyed and the Helghast are now living on Vekta good ole Berlin wall style. You play Lucas Kellan\, who was being violently kicked out of New Helghan. After seeing your father shot in front of you. Many years later you become a Shadow Marshall\, which is a fancy title for special forces.  The rest of the game is you behind enemy lines investigating or hunting down targets. The game has almost none of the original characters from the series being that this all takes place 20 years after Killzone 3. So no more bromance from Sev and Rico\, know this game lacks the Bro that the shooter series previously had. I also must say a change they make that I do hate is that they took out the cut scenes. They technically still have \""cut scenes\"" but they are all Call of Duty style. Those aren't bad but I did miss seeing the story being told from different points of view and not just my bland character. They also got rid of any good villains. The villains they have are your cookie cut out of what a shooter villain should be. I can't even tell you their names cause they might as well been some masked space Nazi. You character is also very bland. I felt like he was supposed to be on the set  of Call of Duty and just walked onto this one. There are set pieces which I thought were good but nothing quite as amazing as Killzone 3. The ending does take a turn I didn't entirely see coming. It was actually a bit confusing until I sat and thought about it for a minute.The games graphics are good not blow me out of my seat fantastic just good. The environment and guns and character models in cut scenes all look great. The biggest flaw I saw in the graphics was the human faces outside of cut scenes. They weren't atrocious but in comparison to the rest of the game they didn't hold up.The sound was interesting. The voice acting was done well enough to  get the story across. The guns and explosions all sounded fantastic. The real elephant in the room was the sound that would come from the controller. It would only come out when you picked up an audio log but it would sound so damn creepy. They weren't scary sounds just the fact that it is coming out of the controller was something I wasn't used to so it gave a ominous feel.Now like any game you are wondering Brandon does the gameplay. Well little one I shall tell you\, it is the best controls of any of the Killzone games. The previous ones had really sensitive aiming in them which made them a bit hard to control. This one feels as good as any of the shooters today. The touchpad controls this very useful drone that can do a number of things from attacking the enemy to reviving your ass if you get downed. On normal I did feel like the challenge was perfect not too easy nor too hard. It was a perfect balance but the biggest problem I had was how the game was structured. Since you have to be this covert ops guy you don't fight in any big battles it is always you VS a group of Helghast. The problem is the entire series is about a war and what I loved about the previous two games is I felt like I was in war. This one just was copying Call of Duty Ghost with just about everything except it was set in space. You get a variety of weapons and the game changes enough to keep from ever getting repetitive so those are all pluses there.Now this is going to sound strange coming from me but if you own a PS4 get this game for the online. The online supports 24 players being on either the humans or space Nazis side. You start out with a butt load of different premade classes to choose from and you can customize any class to your liking. The game will have a big learning curve but from a guy who is not used to multiplayer I must say I enjoyed the **** out of this\, and I wasn't half bad at it either. You do unlock more weapons and goodies but I don't see a need because the weapons they give you are badass. You get a bunch of different versions of Warzone. You get team death match\, capture points\, hide and seek\, classic\, and many more I can't think of at the time. The absolute best part of multiplayer is how it ends. It ends with what I imagine the best players on the winning team executing  a member of the losing team. I see it a get all funny inside\, sadly I wasn't ever one of the executioners.Overall the single player is a shell of what Killzone 2 and 3 were but the multiplayer is the reason to stay. Honestly it was the multiplayer that saved this game so I give it a 7/10.… Expand"
94580,10,"this game story is epic as **** people just dont get it\,its deep this cold war feeling and running as a lone wolf a lonely shadow marshal its awesome"
94581,6,"This game looked awesome in the demos. The game is fun\, but it isn't Titanfall. This is about as close as you'll get to it\, though. Enjoy your OWLs\, and us PC elitists will enjoy our giant metal cans of beans that shoot LASERS AND ROCKETS AND STUFF.6 beans in a can of 10."
94584,7,Not a bad game to start a new generation. Fun  and good graphics but very little replayability. The multiplayer is weak too. 7.
94585,7,"Killzone Shadow Fall is an amazing multiplayer experience\, but the story is lackluster. Phenomenal graphics and shooter mechanics. Awaiting what's in store for the next installment."
94586,6,"Coming from Killzone 2 and 3\, it is immediately apparent that this game looks a lot better. But that is just about as good as it gets with this game. From here the disappointment sets in.As far as the story goes\, Guerrilla games apparently thought it would be logic that two warring factions could live on the same planet together\, only separated by a wall... what a dumb idea. TheyComing from Killzone 2 and 3\, it is immediately apparent that this game looks a lot better. But that is just about as good as it gets with this game. From here the disappointment sets in.As far as the story goes\, Guerrilla games apparently thought it would be logic that two warring factions could live on the same planet together\, only separated by a wall... what a dumb idea. They probably thought: 'The cold war was pretty interesting with spies and stuff... so let's copy it\, but  do it really stupid.'Controlling and shooting has always been a problem in the Killzone series\, being at its finest in Killzone 3. So why they thought it would be a good idea to mess it up again in Killzone Shadow Fall is beyond me. The owl is interesting as a concept\, but also poorly implemented.This game basically serves as a tech demo to the PS4 and that's about it. I give it a 6/10.… Expand"
94587,5,"How are people loving this so much. I found the story lacklustre\, the gameplay nowhere near as great as the previous Killzone games\, and the whole thing just a shell of a great franchise. Wish I never bought it."
94588,4,"Killzone: Shadow Fall is a big disappointment to the series (insert I’ve played every Killzone here). There is very little I can say positive about this trainwreck of a game besides that I finished it and never have to play it again. You can definitely tell that the A-list development crew at Guerilla was working on Horizon Zero Dawn at the time\, because the only parts that weren’t clunky\,Killzone: Shadow Fall is a big disappointment to the series (insert I’ve played every Killzone here). There is very little I can say positive about this trainwreck of a game besides that I finished it and never have to play it again. You can definitely tell that the A-list development crew at Guerilla was working on Horizon Zero Dawn at the time\, because the only parts that weren’t clunky\, visually or gameplay-wise\, were the parts shown as a tech demo during the PS4 launch or E3.The story is the biggest joke since the end of Killzone 3 and the destruction of Helgan. There are absolutely no likeable characters (main or side) and the main character’s adoptive father should have been the main antagonist because he was grating to have to deal with in any situation.For gameplay the main mechanic is shooting\, (you know in a FPS\, someone should inform Guerilla Games) which works more like a generic COD shooter than a Killzone game. There is no weight behind your movements or your melee attacks. It just feels slippery. The animations at some points just don’t exist for ‘cut-scenes’ (at one point the doctor who is talking to me screams ‘NO!’ with absolutely no facial or lip movement whatsoever\, not to mention the terrible voice acting that accompanied this scene) which completely pull you out of the game. At one point in the 2nd level of the game\, in the core they actually put in platforming into a FPS\, which is as bad as it sounds. You have to jump across walkways as they collapse to escape the ship in a first person view so you have no way to judge your jumps. Then for some reason the tutorial level also exists in the fourth level of the campaign when the tutorial cues start telling you how to jump\, crouch\, and aim as though you haven’t just done three levels (about 3-4 hours of tedium) worth of it! Great work from Guerilla’s D-team.A lot of the gameplay consists around sneaking around the map with ‘stealth’\, which the AI can see you perfectly\, mainly through walls and behind cover\, making stealth useless. Also\, the level design doesn’t help as there are traps and cameras that’ll make the whole map aware of your location. And you’ll have to one man army it through the whole Helgan army with only your trusty OWL at your side. Now how about that OWL robot\, don’t even get me started. It’s a great idea but\, once again\, gameplay-wise it doesn’t work. Most of the time when he’s supposed to revive you\, he can’t reach you\, despite hovering right on top of you. And when you send him to shoot at enemies\, you’ll find him shooting at a wall. You’ll start to wonder if he’s working with the enemy.A strange thing I don’t know if anyone else noticed\, but if a grenade goes off next to you while you’re aiming\, your camera will go spinning like a top uncontrollably and stare straight at the ceiling\, which is one of the biggest physics glitches I’ve ever seen in a FPS.If you want a game that Killzone: Shallow Fall should have been like\, play Titanfall 2’s campaign\, or if you want a better (and graphically superior) game made by Guerilla’s A-team that was in development at the same time\, play Horizon Zero Dawn. Stay away from Killzone: Shadow Fall\, it’s not worth your time\, even if you can play it for free\, especially if you’re a Killzone fan (insert I’ve played every Killzone here).… Expand"
94589,6,First levels of this game was really good and promising. And then it became your standard shooter. Good graphics tho.
94590,0,**** futuristic game.... nobody stand this **** anymore. At least they should work on the storyline a little better.
94591,8,"As a PS4 launch title\, Shadow Fall was above all a graphics showcase for Sony's new powerful system. The missions are very varied\, but the game is not as action-packed and fun as previous episodes in the series. Sometimes\, finding the right path can be frustrating and some passages are overly difficult. The best looking episode in the series yet\, but also the weakest overall."
94609,7,"Interesting take to continue the series after the war ended but still rages on\, internally. The first few levels are kind of boring to me but picks up pretty good after but I just wasn't all that invested like I was with Killzone 2 and 3. Gorgeous graphics and pretty sweet weapons but not much else after that. I hope they decide to remake the original series for the Playstation 5"
94610,8,"The best killzone ever\, best PS4 FPS ever. Its not perfect though. it starts real good but starts turning boring as you progress. Loved the story but the some of the levels were too boring to complete and droped it several times\, tooke me a while to complete it. Its a solid original FPS experience that every hardcore FPS shooter fan should have."
94611,10,العبة حلوة وتستحق التجربة وقصة جميلة جرافكس كبداية جيل ممتاز وطورو المحرك بلعبة هورايزن تستحق ال10… Expand
94592,2,"Los gráficos son hermosos\, de ahí nada mas. El sistema de disparos no se siente bien\, tampoco cuando te disparan a ti mismo. El doblaje al español es malo\, el funcionamiento del entorno esta mal diseñado\, es fácil perderse mas aun cuando los lindos gráficos hacen que sea vital usar el sonar para ver a los enemigos\, porque si no\, vas a disparar mas al entorno que a los propios enemigos. LosLos gráficos son hermosos\, de ahí nada mas. El sistema de disparos no se siente bien\, tampoco cuando te disparan a ti mismo. El doblaje al español es malo\, el funcionamiento del entorno esta mal diseñado\, es fácil perderse mas aun cuando los lindos gráficos hacen que sea vital usar el sonar para ver a los enemigos\, porque si no\, vas a disparar mas al entorno que a los propios enemigos. Los ataques a melé dan risa\, si hace la animación\, es normal\, pero cuando no\, solo ves caer el cadáver del enemigo con unas físicas de muñeco de trapo peor echas que en half - life 2. Dentro del juego hay una opción de bloquearlo a 30 fps. Porque alguien haría eso? fácil\, porque el juego tiene caídas de fps. Funciona a 60fps\, miras a un lado\, PUM 30. Es molesto\, marea y con el tiempo te da una mala experiencia.Solo vale la pena si lo obtienes gratis\, tal vez en los 7 días gratis del PS Now o te lo ganaste de alguna forma\, si no. Mejor ni lo toques\, al día de hoy hay varios fps en ps4 con hermosos gráficos Y A 60 FPS. Y lo mas importante\, divertidos.… Expand"
94593,4,I don't know how you can screw a game this much. Please don't buy. Spare some dollars for a true game
94595,7,"Killzone Shadow Fall Review: 7/10Killzone Shadow Fall is one of the most detailed first person shooter game to date: stunning graphics\, high quality textures and illumination.It has an interesting campaign and a very fun multiplayer\, but it can be a little confusing and repetitive at times. For example\, to get the platinum trophy of the game you must play many matches and spend a lotKillzone Shadow Fall Review: 7/10Killzone Shadow Fall is one of the most detailed first person shooter game to date: stunning graphics\, high quality textures and illumination.It has an interesting campaign and a very fun multiplayer\, but it can be a little confusing and repetitive at times. For example\, to get the platinum trophy of the game you must play many matches and spend a lot of time in the game\, and although is fun\, as I said before\, it gets a little repetitive.It has great mechanics\, the gun play is very realistic and satisfying\, making it a good game.… Expand"
94596,5,"The story was meh \, the gameplay was great but i constantly had to fight with my controller i don't know why the owl mechanics for me was bugged and it ruined everything making me really frustrated by that."
94597,8,"KILLZONE: SHADOW FALL\, for me\, is a step back from previous games in terms of the unwanted big sandbox maps which make the missions drag out for longer than they should and some boring/annoying back-tracking and navigation can be a pain sometimes aswell."
94598,9,Good game bad story though that can be improved in 5 that is if sony doesn't do a ea and kill the franchise but it still felt like killzone and that's all the matters also they tried that's all u can do in life nothing is perfect not even games  or companies so please sony bring out killzone 5 and make it a rememberral experience
94599,4,"Não gostei muito da gameplay e nem da história do game \, achei um pouco entediante"
94600,7,"Uno dei titoli di lancio Ps4. Non mi ha affascinato particolarmente e come pensavo è andato presto nel dimenticatoio\, la trama non molto chiara"
94601,8,"Juego muy interesante\, es un shooter bastante completo y bueno para ser de los primeros juegos de PS4\, ambientación buena\, variedad de armas y situaciones\, Es un poco repetitivo a veces y su dificultad es un poco alta."
94602,5,The gameplay is so linear and boring. Not to mention the AI is the worst I have seen on next gen so far. The graphics are the best on PS4.
94604,5,This game is just extremely average. It does not do anything memorable and it was more of just a PS4 technical test. the story was super short and lack-luster but the gameplay was decent. The previous Killzone games are better.
,,
I don't have much to say. I played this many years ago when I first bought a PS4. Neither the campaign nor the multiplayer was that fun. Average experience atThis game is just extremely average. It does not do anything memorable and it was more of just a PS4 technical test. the story was super short and lack-luster but the gameplay was decent. The previous Killzone games are better.,,
,,
I don't have much to say. I played this many years ago when I first bought a PS4. Neither the campaign nor the multiplayer was that fun. Average experience at best and was just good to play while there was nothing else available on the PS4.… Expand,,
94605,10,"The graphics are incredible and the gun play is fun. I love kill zone\, and this is one of the best in the series."
94606,4,"As a launch title\, it's fine. I picked this up for cheap used and eh\, its not for me. While a lot of effort has been put into the way this game looks\, its probably my least favourite FPS."
94616,8,"Awesome Game.It's the first Killzone Title I've played so far (except the one on the PSP a couple of years ago) and really\, really like it. The Story is good\, but I recommend to play at least one of the predecessors or research a little bit on google\, before diving into Shadow Fall. Graphics are really great\, still one of the best looking Ps4 Games out there\, but the best thing aboutAwesome Game.It's the first Killzone Title I've played so far (except the one on the PSP a couple of years ago) and really\, really like it. The Story is good\, but I recommend to play at least one of the predecessors or research a little bit on google\, before diving into Shadow Fall. Graphics are really great\, still one of the best looking Ps4 Games out there\, but the best thing about this game is the multiplayer mode. It's definitely not as fast paced as COD\, but that's good! You need to have a more tactical approach\, to be successful\, keep your support characters alive\, place important spawn beacons and do not rush in like in other first person shooters.9/10… Expand"
94618,5,"A poor contribution to the franchise\, this game is a real dissapontment when it comes to talk about a ps4 launch game\, not as bad as Knack\, but stlll a mediocre game\, very weak IA\, this is not a good game at all.No improvements over the previous releases\, this is what the ps4 have to offer? really? this must be a joke\, someone please show me a good ps4 game before i decide never buy that system"
94620,8,"Before buying this game\, I was worried with the mixed reviews it had received\, more notably what people were saying about the pacing of the single player experience. Right off the bat I understood precisely what they meant.Shadowfall is no corridor shooter like the previous titles\, it tries to innovate the experience by creating a more thoughtful way of approaching combat from theBefore buying this game\, I was worried with the mixed reviews it had received\, more notably what people were saying about the pacing of the single player experience. Right off the bat I understood precisely what they meant.Shadowfall is no corridor shooter like the previous titles\, it tries to innovate the experience by creating a more thoughtful way of approaching combat from the first person perspective. Gone have the days of facing wave after wave of enemies being the meat of the game\, instead you are forced to take a more conservative\, tactical approach. But does it work? Yes and no. Once I got used to the pacing and what Guerrilla were trying to do here I found the game very enjoyable\, less linear and more expansive than previous Killzone games. However\, on harder difficulties this is what kills the gameplay experience and turns it into a frustration filled mess. The lack of a straight line path means that enemies can come from anywhere and without a detailed hud telling you where they or where they may come from through the use of maybe\, an objective marker\, you are left wondering just who killed you this time. This is by far the games biggest flaw\, but on lower difficulties I didn't find this to be a problem\, but if there are any trophy hunters out there\, do yourself a favor\, and play the game on normal difficulty first.Being a shadow marshal and not a grunt on the front line means that combat has become a lot more technical\, you don't face as many enemies and you have abilities to keep things interesting. Your drone gives you advantages such as shields and stun shocks to help out when things get tough and it also helps you traverse the beautiful open terrain. It is accessible through the use of the DS4's touch pad\, which I think worked well and was a nice touch. Weapons feel great\, and when your in those skirmish situations where it's clear where the enemies are\, combat is very fluid. The enemies vary in difficulty as you face different factions within the Helgast military. Most importantly to note however is the lack of a constant character that you have to annoyingly follow around\, leading you from this objective to the next\, instead now you choose how to approach each combat situation which has been pulled off brilliantly\, you can go in loud\, or stealth your way through. But be warned\, doing the latter is challenging due to the AI's credible intelligence. This is the freedom that Shadowfall gives you as Guerrilla try to drag it away from the dull affair we experience with whatever Call of Duty we might be playing.On to the graphics\, they're stunning. Showcasing what can already be achieved with the PS4 and I was blown away with chapter 2 of the game. Even in multiplayer the graphics hold up really well. In another change to the way Guerrilla have gone bout Shadowfall\, it is a lot more colorful a game. Say bye bye to grey Helghan corridors and say hello to lush\, vibrant environments that range from the slums of New Helghan to the beauty shown in the woodland area of chapter 2. Weapons look and sound great\, textures are detailed and varied\, character models are fantastic although lip syncing could be improved. Over all though the presentation here is fantastic.The story for Killzone can be summed up like this: It takes off a few decades after the events of Killzone 3 and you're living side by side with the Helghast in a Berlin Wall-like scenario. You're Lucas Kellan a trained shadow marshal\, after unearthing some secrets of the VSA and Helgast you learn that a war is coming\, and go on a roller-coaster ride to stop it from endangering the lives of innocent people on both sides of the conflict.If Killzone has ever had anything going for it\, it's a dedicated and loyal fan base. To this day you can get into games on KZ2 servers and play a game\, and it's good to see that Guerrilla have created another brilliant online experience. Multiplayer is smooth and I experienced no lag. Players can jump in to official warzones\, user created war zones of different levels of awesomeness or create their own. You're not limited to what you can do with Shadowfall's multiplayer\, and that's awesome and is fully acknowledged by letting you choose from the full range of weapons\, right from the start. A brilliant stat tracking mechanism is also in place\, so you always know exactly how you're doing and how far you're off from the next upgrade for your weapon. In short if you've played Killzones multiplayer before\, you'll fit right in here\, and if you're sick of Call of Duty's copy and paste online experience\, Shadowfall may surprise you\, it's definitely worth a punt and overall I was pleasantly surprised at how much I enjoyed this game amidst some of the negative reviews it's been given. The story may be not much more than a technical demo for what the PS4 is capable of\, but it definitely showcases the types of jaw dropping experiences we could see going forward. It is a worthy launch title\, a blast to play.… Expand"
94626,6,"Honestly. I cannot give this game more than a six. I am very sorry fanboys\, But this is just not up to par. AI Stands around like a confused duck unless you walk up to them\, When suddenly they turn their Aimbot on\, Its like playing CallOfDuty with an pissed off 8 year old using hacks. The guns are hard to use\, As literally\, You aim down the scope\, **** about a bit then look around for enemies\, When you realise you've backtracked to the start of the level\, The OWL is ****ing retarded\, I'll aim at something for it to hack and it'll go and shoot it. Weapons are impossible to find ammo for\, \""Oh\, Nevermind\, I'll sacrifice my OP Pistol\"" walk around the level for a minute\, \""Ooh\, An ammo box. Goody goody. I just lost a pistol which I wont get back. Ever.\"". That will be a normal situation for these Killzone fanboys\, This game is just\, Bad; I never understood what the story was going with\, The graphics were great but I'm fairly certain that was the only thing that kept me playing\, Until the end. Where my father shot me. Hm. Nice story there.Gentleman.… Expand"
